EVTDESC14750;And while I fully respect my colleague from the loyal opposition, I still cannot help but to question his motives in again and again bringing up the subject of the expenses of the Colonial Office. The colonies are a cornerstone of government policy, and worth paying for.'\n\nThe colonies are making headlines in $COUNTRY$ again, following a fierce debate in the Upper House. Members of the opposition have argued in favor of a reduction of the budget alotted to the Colonial Office, and both they and majority MPs have conducted major offensives in the Upper House, to try and convince swing-voters and aisle-crossers to come out in support of their respective policies.;;;;;;x;
EVTOPTA14750;Conservative arguments prevail;;;;;;x;
EVTOPTB14750;Liberal arguments prevail;;;;;;x;
EVTNAME14760;Colonial Corruption;;;;;;x;
EVTDESC14760;A slowly unraveling corruption scandal in the $COUNTRY_ADJ$ Colonial Office shakes $CAPITAL$, as a major newspaper publishes reports detailing an extensive network of bribes and favors, designed to give certain private interests preferential treatment with regards to colonial trade and exploitation. Critics of government policy point to the relatively low wages and poor funds alotted to colonial officials as determining reasons for the scandal, while the prevailing mood in government circles seems to be that a culture of corruption within the private sector is to blame for the poor state of the Colonial Office.;;;;;;x;
EVTOPTA14760;The government must accept responsibility for its own shortcomings;;;;;;x;
EVTOPTB14760;The office is in the pocket of Big Industry, and Big Industry is to blame!;;;;;;x;
EVTNAME14770;$CAPITAL$, You're A Lady;;;;;;x;
EVTDESC14770;The growth of our colonies has turned $CAPITAL$ into the constantly expanding cultural and economic nave of an Empire. Every day, with every passing hour, people from every conceivable corner, of the world we have made ours, arrive in our capital: To court our ministers, to trade with merchants, engineers and industrialists, and to experience any one of the multitude of fates that $CAPITAL$ affords its visitors. Standing at $CAPITAL$ Central, one can see all around oneself a small panorama of the world, hear spoken any and all of the varying tongues and languages of the world and smell both the scents and the odors of far away lands. In the annals of the $COUNTRY_ADJ$ Empire, the years around $YEAR$ will always be remembered as the golden age of $CAPITAL$.;;;;;;x;
EVTOPTA14770;...and may the memory live long;;;;;;x;
EVTNAME14780;Colonial Diseases;;;;;;x;
EVTDESC14780;While the discovery of new lands has always meant the discovery of new diseases and malaises, one of our colonies has recently begun to develop a reputation of being a particularly disease-ridden place. From malaria to colds both common and uncommon, it seems that travelers to and from the colony always catch or bring that little something unsavory extra. According to reports published by a $COUNTRY_ADJ$ doctor established in the colony, a concerted government effort at draining local swamps and marshes, as well as at improving local sanitation, could help the colony, but, of course, such efforts are not free.;;;;;;x;
EVTOPTA14780;... who cares!?;;;;;;x;
EVTOPTB14780;Naturally we must aid the colony, and help strive for its betterment;;;;;;x;
EVTNAME14790;Colonial Progress;;;;;;x;
EVTDESC14790;One of our colonies is reporting astounding successes in the development of local commercial ventures and businesses to the Colonial Office. According to the local governor, the primary reason seems to be an ambitious land reform, undertaken in tandem with $COUNTRY_ADJ$ capitalists and industrialists. The colony is reportedly becoming more attractive to immigrants, and the report reflects well on our industrialists as well.;;;;;;x;
EVTOPTA14790;Fantastic news!;;;;;;x;
EVTOPTB14790;Cover up the report, lest the capitalists get uppity!;;;;;;x;
EVTNAME14800;Colonial Archeology;;;;;;x;
EVTDESC14800;An archeological excavation in one of our colonies has yielded fantastic results in the form of several artifacts, tentatively dated to the late paleolithic. The discovery promises to give us new insights in the ancient life and development of the area, and The $COUNTRY_ADJ$ National Archeological society is hailing the discoveries as a great breakthrough for $COUNTRY_ADJ$ archeology. The artifacts obviously need to be put in a museum, but where should we put them? The Archeological society strongly argues in favor of The $CAPITAL$ Museum of History, while others have hinted that it might be better to just put them in a local museum.;;;;;;x;
EVTOPTA14800;Just display the baubles somewhere locally;;;;;;x;
EVTOPTB14800;This will teach future generations about the common heritage of mankind;;;;;;x;
EVTNAME14810;The Natives are Restless;;;;;;x;
EVTDESC14810;A situation has presented itself in one of our colonies, where several prominent $CAPITAL$ capitalists have controlling interests in local trade. One of their ventures, a small, local machine shop, run by $COUNTRY_ADJ$ specialists, works on western industrial standards well into the small hours of the morning. The sound from the machine shop is preventing anyone and everyone in the immediate vicinity of the shop from getting much sleep at night, and the issue has become a symbol for many, broader, pent up frustrations with our colonial rule.;;;;;;x;
EVTOPTA14810;If the shop needs to operate at those hours, who are we to have opinions about that?;;;;;;x;
EVTOPTB14810;I suppose we could drop by the Chamber of Commerce and have a chat with the boys...;;;;;;x;
POP_DETAILS_MONEY;Cash:;;;;;;x;
POP_DETAILS_INCOME;Income:;;;;;;x;
POP_DETAILS_BANK;Savings:;;;;;;x;
POP_DETAIL_LIFENEEDS;Life Needs;;;;;;x;
POP_DETAIL_EVERYDAYNEEDS;Everyday Needs;;;;;;x;
POP_DETAIL_LUXUARYNEEDS;Luxury Needs;;;;;;x;
CLICK_FOR_DETAILS;Click for more details.;;;;;;x;
CZH;Czechoslovakia;;;;;;x;
CZH_ADJ;Czechoslovakian;;;;;;x;
CZH_fascist;CNSP;;;;;;x;
CZH_socialist;CSSD;;;;;;x;
CZH_conservative;CSL;;;;;;x;
CZH_liberal;RSZML;;;;;;x;
CZH_communist;KSC;;;;;;x;
CZH_reactionary;CsND;;;;;;x;
CZH_anarcho_liberal;Ceska strana libertarianismus;;;;;;x;
YUG;Yugoslavia;;;;;;x;
YUG_ADJ;Yugoslavian;;;;;;x;
YUG_fascist;National Front;;;;;;x;
YUG_socialist;Social Democratic Party;;;;;;x;
YUG_conservative;Conservative Party;;;;;;x;
YUG_liberal;People's Party;;;;;;x;
YUG_communist;Communist Party;;;;;;x;
YUG_reactionary;Monarchist Party;;;;;;x;
YUG_anarcho_liberal;Freedom Party;;;;;;x;
AZB;Azerbaijan;;;;;;x;
AZB_ADJ;Azerbaijani;;;;;;x;
AZB_fascist;National Front;;;;;;x;
AZB_socialist;Muslim Social Democratic Party;;;;;;x;
AZB_conservative;Ittihad;;;;;;x;
AZB_liberal;Musavat;;;;;;x;
AZB_communist;Bolshevik Party;;;;;;x;
AZB_reactionary;Nationalist Party;;;;;;x;
AZB_anarcho_liberal;Freedom Party;;;;;;x;
IRQ;Iraq;;;;;;x;
IRQ_ADJ;Iraqi;;;;;;x;
IRQ_reactionary;Hashemite Faction;;;;;;x;
IRQ_socialist;Baath Party;;;;;;x;
IRQ_communist;Communist Party;;;;;;x;
IRQ_liberal;Liberal Party;;;;;;x;
IRQ_anarcho_liberal;Freedom Party;;;;;;x;
IRQ_conservative;Conservative Party;;;;;;x;
IRQ_fascist;Unity Party;;;;;;x;
MGL;Mongolia;;;;;;x;
MGL_ADJ;Mongolian;;;;;;x;
MGL_reactionary;Lama Faction;;;;;;x;
MGL_socialist;Socialist Party;;;;;;x;
MGL_communist;Communist Party;;;;;;x;
MGL_liberal;Liberal Party;;;;;;x;
MGL_anarcho_liberal;Freedom Party;;;;;;x;
MGL_conservative;Conservative Party;;;;;;x;
MGL_fascist;Unity Party;;;;;;x;
PHI;Philippines;;;;;;x;
PHI_ADJ;Philippine;;;;;;x;
PHI_reactionary;Partido Tradicionalista;;;;;;x;
PHI_socialist;Partido Demokratiko;;;;;;x;
PHI_communist;Partido Komunista;;;;;;x;
PHI_liberal;Partido Liberal;;;;;;x;
PHI_anarcho_liberal;Partido Libertad;;;;;;x;
PHI_conservative;Partido Nacionalista;;;;;;x;
PHI_fascist;Partido Fascista;;;;;;x;
MCK;Manchukuo;;;;;;x;
MCK_ADJ;Manchu;;;;;;x;
MCK_reactionary;Restoration Faction;;;;;;x;
MCK_socialist;Manchu Socialist Party;;;;;;x;
MCK_communist;Chinese Communist Party;;;;;;x;
MCK_liberal;Liberal Party;;;;;;x;
MCK_conservative;Palace Faction;;;;;;x;
MCK_fascist;Fascist Party;;;;;;x;
MCK_anarcho_liberal;A Very Unlikely Candidate;;;;;;x;
CHI_1504;Guangxi;;;;;;x;
CHI_1529;Hunan;;;;;;x;
CHI_1499;Guangdong;;;;;;x;
GXI;Guangxi Clique;;;;;;x;
GXI_ADJ;Guangxi;;;;;;x;
GXI_reactionary;Rongting Faction;;;;;;x;
GXI_socialist;Socialist Party;;;;;;x;
GXI_communist;Chinese Communist Party;;;;;;x;
GXI_liberal;Liberal Party;;;;;;x;
GXI_conservative;Kuomintang Faction;;;;;;x;
GXI_fascist;Fascist Party;;;;;;x;
GXI_anarcho_liberal;Freedom Party;;;;;;x;
CHI_1576;Shanxi;;;;;;x;
SXI;Shanxi Clique;;;;;;x;
SXI_ADJ;Shanxi;;;;;;x;
SXI_reactionary;Hsi-Shan Faction;;;;;;x;
SXI_socialist;Socialist Party;;;;;;x;
SXI_communist;Chinese Communist Party;;;;;;x;
SXI_liberal;Liberal Party;;;;;;x;
SXI_conservative;Kuomintang Faction;;;;;;x;
SXI_fascist;Fascist Party;;;;;;x;
SXI_anarcho_liberal;Freedom Party;;;;;;x;
REAL_DEMAND;Real Demand: $VAL$;;;;;;x;
CHI_1601;Yunnan;;;;;;x;
YNN;Yunnan Clique;;;;;;x;
YNN_ADJ;Yunnan;;;;;;x;
YNN_reactionary;Cai E's Faction;;;;;;x;
YNN_socialist;Socialist Party;;;;;;x;
YNN_communist;Chinese Communist Party;;;;;;x;
YNN_liberal;Liberal Party;;;;;;x;
YNN_conservative;Kuomintang Faction;;;;;;x;
YNN_fascist;Fascist Party;;;;;;x;
YNN_anarcho_liberal;Freedom Party;;;;;;x;
CHI_1557;Qinghai;;;;;;x;
CHI_1490;Gansu;;;;;;x;
CHI_2062;Ningxia;;;;;;x;
XBI;Xibei San Ma;;;;;;x;
XBI_ADJ;Ma;;;;;;x;
XBI_reactionary;Ma Family;;;;;;x;
XBI_socialist;Socialist Party;;;;;;x;
XBI_communist;Chinese Communist Party;;;;;;x;
XBI_liberal;Liberal Party;;;;;;x;
XBI_conservative;Kuomintang Faction;;;;;;x;
XBI_fascist;Fascist Party;;;;;;x;
XBI_anarcho_liberal;Freedom Party;;;;;;x;
CHI_1600;Xinjiang;;;;;;x;
XIN;Xinjiang Clique;;;;;;x;
XIN_ADJ;Xinjiang;;;;;;x;
XIN_reactionary;Zenxin Faction;;;;;;x;
XIN_socialist;Socialist Party;;;;;;x;
XIN_communist;Chinese Communist Party;;;;;;x;
XIN_liberal;Liberal Party;;;;;;x;
XIN_conservative;Kuomintang Faction;;;;;;x;
XIN_fascist;Fascist Party;;;;;;x;
XIN_anarcho_liberal;Freedom Party;;;;;;x;
TRADE_TOP_PRODUCERS;Top 5 producers:;;;;;;x;
EVTNAME10001;An Age of Liberalism;;;;;;x;
EVTDESC10001;While Napoleon and his armies has been defeated, the fundamental ideas of the French Revolution have not been. In Germany the old crowns of the Holy Roman Empire have been wrought to naught, and the feudal contracts of old replaced by Napoleonic civil codes. Everywhere in Europe, in coffeehouses and universities, the ideas of liberalism, political reform, freedom of speech, and the rights of peoples, rather than of monarchs, are proving again the old proverb that there is no stopping an idea whose time has come. Minorities long yoked under crowns and scepters, are waking up to the realization that fate is theirs to make, and, across far away oceans, the riches of Africa and Asia beckon. As the dust settles on Waterloo, Europe stands again at the beginning of a new era: An age of Liberalism.;;;;;;x;
EVTOPTA10001;We can expect increased liberal activity in the coming years;;;;;;x;
EVTNAME10105;Potato Famine Debated;;;;;;x;
EVTDESC10105;And while our people still labor under ghastly conditions in the fields, what has our government done to relieve the starving farmers affected this very year by the dreaded Potato blight? Economic freedom could allow for the import of ersatz foodstuffs, but privileges long established must, apparently, be maintained.'\n\nLiberal sympathizers have come out of the woodwork both locally and in parliament, criticizing our government for its inability to handle the Potato Blight that recently struck one of our provinces. If the liberals become too strong, they may very well conspire again to ferment revolution. We should also consider dispatching troops to provinces where we see Liberal Agitation.;;;;;;x;
EVTOPTA10105;Suppress them in parliament and hope that the countryside stays calm;;;;;;x;
EVTOPTB10105;Let them have their say in parliament, and the effects might dissipate;;;;;;x;
EVTOPTB10120;Censor the paper;;;;;;x;
EVTNAME10110;The Watch on $CAPITAL$;;;;;;x;
EVTDESC10110;Fast and true stands the guard in $CAPITAL$, at least if a local poet is to be believed. A poetical pamphlet decrying the state of our nation, its political backwardness and oppression, has inflamed feelings in one of our states. All around $COUNTRY$ cries for national unity can be heard, as liberals take to the streets protesting the old order, calling for national unification with our cultural brethren in other countries, and a liberalization of our political system. We should consider dispatching troops to provinces where Liberal Agitation is present.;;;;;;x;
EVTOPTA10110;Bloody revolutionaries.;;;;;;x;
EVTOPTB10110;The old order must be defended!;;;;;;x;
EVTOPTB10130;Suppress the society;;;;;;x;
EVTOPTB10140;Pass a local ordnance against it;;;;;;x;
EVTNAME10260;Agitation Suppressed;;;;;;x;
EVTDESC10260;The presence of a sizable army contingent in $PROVINCENAME$ has caused liberal agitation and revolutionary talk, which could just up until now be heard on almost every street corner, to die down.;;;;;;x;
EVTOPTA10260;Excellent!;;;;;;x;
EVTNAME14000;$COUNTRY_ADJ$ Trade Policy;;;;;;x;
EVTNAME14000_sub;A Heated Debate in $COUNTRY$;;;;;;x;
EVTDESC14000;The intensive election campaign has reached the boiling point in $COUNTRY$, where a fierce trade policy debate pits the friends of free trade against the pals of protectionism in a rough rumble-and-tumble to determine the future of our nation's traders. Free-traders argue that goods must be allowed to freely cross all borders, while protectionists argue that our nation's fragile industries need protection from dangerous foreign competition threatening to undo them. Which path will $COUNTRY$ tread, as it decides on: Free trade, or Protectionism? We report, you decide.;;;;;;x;
EVTOPTA14000;Our trade must be protected from destructive foreign competition;;;;;;x;
EVTOPTB14000;Some protective measures are in order to safe-guard our industry;;;;;;x;
EVTOPTC14000;Let the debate take its own course, and let the chips fall where they may!;;;;;;x;
EVTOPTD14000;It is imperative that our merchants be allowed to travel freely;;;;;;x;
EVTOPTE14000;Freedom and liberty of trade shall not perish from this Earth!;;;;;;x;
EVTNAME14010;The Future of the Economy;;;;;;x;
EVTNAME14010_sub;Economic policy debated in $COUNTRY$;;;;;;x;
EVTDESC14010;The election debates in $COUNTRY$ have been going on for a few days now, and the issue that seems to be becoming the determining one for the outcome of the election is, perhaps unsurprisingly, the economy. Several theories are being advanced, but the voters want a clear statement on government policy. How will the government make sure that every $COUNTRY_ADJ$ citizen has a chicken in his pot, during the coming term in office?;;;;;;x;
EVTOPTA14010;Decisive arguments for Laissez Faire;;;;;;x;
EVTOPTB14010;Decisive arguments for Interventionism;;;;;;x;
EVTOPTC14010;Decisive arguments for State Capitalism;;;;;;x;
EVTOPTD14010;Decisive arguments for Planned Economy;;;;;;x;
EVTNAME14020;Gods, Guns & Men;;;;;;x;
EVTNAME14020_sub;Religious policy debated in $COUNTRY$;;;;;;x;
EVTDESC14020;The morality and virtue of our people has started to decline!' The statement caused much stir among the debaters of toleration and religious plurality, on the campaign trail in $COUNTRY$. Many have begun questioning the country's view on religion, and there is no doubt that these issues will play their part in the coming election.;;;;;;x;
EVTOPTA14020;There are no Gods!;;;;;;x;
EVTOPTB14020;Religion is not a political issue!;;;;;;x;
EVTOPTC14020;Let the people have their faith.;;;;;;x;
EVTOPTD14020;There is one faith and one faith only!;;;;;;x;
EVTNAME14030;Citizens & The Res Publica;;;;;;x;
EVTNAME14030_sub;Citizenship Policy Debated in $COUNTRY$;;;;;x;;
EVTDESC14030;Two debaters are arguing heatedly in the qualmy air of the town hall The audience sits dumbfounded as words like 'aliens', 'minorities', and 'ethnic and cultural groups' are thrown between the two. One argues that immigrants are to adopt the dominant culture of their new homeland, while his opponent believes that immigrants should retain their cultural heritage, and that $COUNTRY$ will be strengthened by the influx of a fresh perspective..;;;;;;x;
EVTOPTA14030;Give them residency.;;;;;;x;
EVTOPTB14030;We need to limit their citizenship.;;;;;;x;
EVTOPTC14030;Let them have full citizenship.;;;;;;x;
REMOVE_EVTNAME14040;Love & War in $COUNTRY$;;;;;;x;
EVTNAME14040_sub;War Policy Debated in Local Election;;;;;;x;
EVTDESC14040;Opponents and proponents of the military and the armed forces are taking sides for the coming election. While militarists argue that increased tension in the world, and arms races between several of the Great Powers, are reason enough to maintain a strong $COUNTRY_ADJ$ military. Others are less convinced, and see the military expenses as excesses on part of the government.;;;;;;x;
EVTOPTA14040;We are patriots and we are going to fight for our country!;;;;;;x;
EVTOPTB14040;We need to maintain constant vigilance in foreign affairs;;;;;;x;
EVTOPTC14040;War between countries is never good.;;;;;;x;
EVTOPTD14040;War is a fundamental evil that must be avoided;;;;;;x;
EVTNAME14050;Imports, Exports & Tariffs;;;;;;x;
EVTNAME14050_sub;Tariff Policies Debated in $COUNTRY$;;;;;;x;
EVTDESC14050;Smuggling has become a problem since $COUNTRY$ raised a local Sales & Transfer tariff on several important trade goods, and the issue has become a point of contention in the coming election. Several arguments are being put forth on the issue.;;;;;;x;
EVTOPTA14050;Raise the tariffs!;;;;;;x;
EVTOPTB14050;Lower the tariffs on those goods and raise it on some others.;;;;;;x;
EVTOPTC14050;Leave the tariffs as they were.;;;;;;x;
EVTOPTD14050;Lower the tariffs just a bit.;;;;;;x;
EVTOPTE14050;We need to lower the tariffs altogether.;;;;;;x;
EVTNAME14060;Export and Import;;;;;;x;
EVTNAME14060_sub;$COUNTRY$ debates Trade Policy;;;;;;x;
EVTDESC14060;New foreign, products have begun to out compete several items of $COUNTRY$ produce, and some citizens report increasing difficulties in competing with imported goods on the market. The issue has been raised by local politicians in debates for the upcoming election.;;;;;;x;
EVTOPTA14060;Free trade ensures our long term competitive edge;;;;;;x;
EVTOPTB14060;Essentially, free trade is to be preferred;;;;;;x;
EVTOPTC14060;Free trade is our best guarantor of prosperity;;;;;;x;
EVTOPTD14060;Local markets should, in some instances, be protected;;;;;;x;
EVTOPTE14060;Local markets must always be shielded from foreign competition;;;;;;x;
EVTNAME14070;Monopolies & Privileges;;;;;;x;
EVTNAME14070_sub;Economy debated in $COUNTRY$!;;;;;;x;
EVTDESC14070;Merchants from $COUNTRY$ are arguing with the minister of finance, who has entertained plans of a nationalization of certain private industries. The heated discussion have reach your ears and you try to cool both sides down.;;;;;;x;
EVTOPTA14070;I see no reason to monopolize it.;;;;;;x;
EVTOPTB14070;You both have great arguments, but we will not monopolize that.;;;;;;x;
EVTOPTC14070;Let do and let pass, the world goes on by itself. No monopoly.;;;;;;x;
EVTOPTD14070;Great idea, but let me take a look at this first.;;;;;;x;
EVTOPTE14070;That is a great idea. We will do that.;;;;;;x;
EVTNAME14080;The Production Quota;;;;;;x;
EVTNAME14080_sub;State Capitalism debated in $COUNTRY$;;;;x;;;
EVTDESC14080;The production quota is too high. We will never be able to reach the demand.' The other farmers stand behind him, waiting. Their weathered faces show the same concern and determination as their speaker.;;;;;;x;
EVTOPTA14080;Nonsense. The production quota will remain the same.;;;;;;x;
EVTOPTB14080;You have nothing to worry about.;;;;;;x;
EVTOPTC14080;We will deal with it if the production quota becomes a problem.;;;;;;x;
EVTOPTD14080;You might be right.;;;;;;x;
EVTOPTE14080;You are right.;;;;;;x;
EVTNAME14090;Local or State Economy;;;;;;x;
EVTNAME14090_sub;Regionalism & Interventionism debated;;;;;;x;
EVTDESC14090;A debate has flared up in the local $COUNTRY$ election about whether the state should interfere or not in the local economy. Proponents of State capitalism are arguing that a more direct system of government investment and reinvestment could aid in the long term development of local industry.;;;;;;x;
EVTOPTA14090;Naturally, they are right.;;;;;;x;
EVTOPTB14090;It takes some time, but it will work.;;;;;;x;
EVTOPTC14090;Some measure might be considered;;;;;;x;
EVTOPTD14090;We might want to rethink this.;;;;;;x;
EVTOPTE14090;We must oppose government intervention in the economy;;;;;;x;
EVTNAME14100;Who Produces What, and Where?;;;;;;x;
EVTNAME14100_sub;Plans, Economies & Freedoms debated;;;;;;x;
EVTDESC14100;Local $COUNTRY$ administration has come under criticism for several instances of government subsidies directed at supporting local industry.  Opponents argue that 'the country's economic planners cannot detect consumer preferences, shortages, and surpluses with sufficient accuracy and therefore cannot efficiently co-ordinate production', and creeping statism has begun to worry the residents of $COUNTRY$.;;;;;;x;
EVTOPTA14100;That's rubbish!;;;;;;x;
EVTOPTB14100;The economic planners knows what they are doing.;;;;;;x;
EVTOPTC14100;We will have a look at it.;;;;;;x;
EVTOPTD14100;It's probably nothing, but we'll have a look at it.;;;;;;x;
EVTOPTE14100;They might have a point...;;;;;;x;
EVTNAME14110;Righteous, Religious Fury;;;;;;x;
EVTNAME14110_sub;Religious Policy Debated;;;;;;x;
EVTDESC14110;Some of the Faithful in $COUNTRY$ feel that the state has failed in giving them due recognition for their hard work since the last election. For years, they argue, they have assisted the local community in many ways: caring for the sick, taking care of the orphans and helping the needy. They feel that they deserve some form of support so they can continue to help people, and the issue has become a topic of much discussion in the local election campaign.;;;;;;x;
EVTOPTA14110;Religion is a private matter.;;;;;;x;
EVTOPTB14110;Charity is good, but no.;;;;;;x;
EVTOPTC14110;Interesting.;;;;;;x;
EVTOPTD14110;Maybe we could do something to help.;;;;;;x;
EVTOPTE14110;We will help you.;;;;;;x;
EVTNAME14120;Secularization & Religion;;;;;;x;
REMOVE_EVTNAME14120_sub;Religious policy debated in $COUNTRY$ elections;;;;;;x;
EVTDESC14120;The $COUNTRY_ADJ$ religious policy has become a subject of much debate in the local $COUNTRY$ elections. Many argue that the state needs to maintain a watchful policy of secularization, but this threatens to upset long established religious privileges, and is opposed by many of the local faithful.;;;;;;x;
EVTOPTA14120;Secularization first!;;;;;;x;
EVTOPTB14120;Secularization ensures state neutrality in issues of morality;;;;;;x;
EVTOPTC14120;Some measure of secularization is essential;;;;;;x;
EVTOPTD14120;Secularization must always be tempered;;;;;;x;
EVTOPTE14120;Faith must be represented in politics.;;;;;;x;
EVTNAME14130;Conversions & Religion;;;;;;x;
EVTNAME14130_sub;Religious policy in $COUNTRY$;;;;;;x;
EVTDESC14130;Religion has become an issue in the upcoming electoral debates, as a local religious leader in $COUNTRY$ protests the freedom of religious conversions, arguing that the size of his flock is diminishing, and that this change is fundamentally harmful to the $COUNTRY_ADJ$ moral fabric.;;;;;;x;
EVTOPTA14130;Try to keep an open mind.;;;;;;x;
EVTOPTB14130;We can do nothing.;;;;;;x;
EVTOPTC14130;That is regrettable.;;;;;;x;
EVTOPTD14130;While objectionable, we can not consider more than limited accommodation;;;;;;x;
EVTOPTE14130;We will do what we can, this won't be tolerated.;;;;;;x;
EVTNAME14140;A Holy Place;;;;;;x;
EVTNAME14140_sub;Religious Policy & State Sponsorship;;;;;;x;
EVTDESC14140;The renovation of a local church, using public money, has become a hot topic in the local election of $COUNTRY$. Supporters of the project argue that some government support for religion will help preserve not only faith among the people, and thus a local vanguard against the forces of revolution, while opponents argue that the state must not intervene in matters of private religiosity.;;;;;;x;
EVTOPTA14140;Of course the church must be renovated!;;;;;;x;
EVTOPTB14140;Some funds could be considered on grounds of cultural importance;;;;;;x;
EVTOPTC14140;This issue must fundamentally be left to popular sovereignty;;;;;;x;
EVTOPTD14140;We must oppose such plans on grounds of principle.;;;;;;x;
EVTOPTE14140;God is dead;;;;;;x;
EVTNAME14150;Immigration & Employment;;;;;;x;
EVTNAME14150_sub;Immigration Debate in Local Elections;;;;;;x;
EVTDESC14150;The current inflow of immigrants has created a demand for more jobs. Advocates of immigrant rights demand that newly naturalized citizens be accorded the same rights as residents by birth. The situation has become a topic of debate in the local election.;;;;;;x;
EVTOPTA14150;They have no right to demand anything.;;;;;;x;
EVTOPTB14150;Why should they have the same rights?.;;;;;;x;
EVTOPTC14150;We'll see what we can do.;;;;;;x;
EVTOPTD14150;We will work this out.;;;;;;x;
EVTOPTE14150;Won't be easy, but we'll do everything we can.;;;;;;x;
EVTNAME14160;Immigration Problems;;;;;;x;
EVTNAME14160_sub;Residential Policies debated in local elections;;;;;;x;
EVTDESC14160;Certain residents of $COUNTRY$ feel that the state discriminates against them on account of their origin, and this has become a bone of some contention in the local election, as liberals argue that immigrants and aliens should have their rights respected. Opponents and, indeed, public opinion, seems to be of the mind that $COUNTRY_ADJ$ is not something that one can simply become overnight, and that the process of naturalization takes years, if not generations.;;;;;;x;
EVTOPTA14160;Limited citizenship until a proven and loyal subject;;;;;;x;
EVTOPTB14160;Limited citizenship, but with certain exceptions;;;;;;x;
EVTOPTC14160;Limited citizenship should be the guiding principle;;;;;;x;
EVTOPTD14160;All men were created equal;;;;;;x;
EVTOPTE14160;You see, I have this dream of mine...;;;;;;x;
EVTNAME14170;Voting & New Citizens;;;;;;x;
EVTNAME14170_sub;Debate on Citizenship and Residency;;;;;;x;
EVTDESC14170;Immigration has become a major issue in the local $COUNTRY$ elections, as liberals argue the need to extend the voting franchise to all members of our society, including immigrants. Others, perhaps afraid to see old privileges dislodged, are not as convinced. As the election draws nearer, the debate rages in $COUNTRY$.;;;;;;x;
EVTOPTA14170;We must constantly strive to extend freedom!;;;;;;x;
EVTOPTB14170;Full citizenship, with only minor qualifications, is the way forward;;;;;;x;
EVTOPTC14170;We essentially endorse full citizenship;;;;;;x;
EVTOPTD14170;Full citizenship is, sadly, not an option;;;;;;x;
EVTOPTE14170;Immigrants!? In *my* $COUNTRY$!?;;;;;;x;
EVTNAME14180;War & Peace;;;;;;x;
EVTNAME14180_sub;Militarism Debated in Election Campaign;;;;;;x;
EVTDESC14180;The debate in $COUNTRY$ in the preludes to the coming election mostly concerns the military and defense policies of $COUNTRY$. The state has long been a bastion of hawkish sentiments with regards to foreign policy, and this year does not seem to be an exception. It is clear that jingoistic policies will be favored in voter turnouts, but a turn in the debate could perhaps reduce the impact.;;;;;;x;
EVTOPTA14180;To war, by Jingo!;;;;;;x;
EVTOPTB14180;We do need a strong military.;;;;;;x;
EVTOPTC14180;There is no need for increased defense spending;;;;;;x;
EVTOPTD14180;We were actually thinking about cutbacks...;;;;;;x;
EVTOPTE14180;Mama says a pistol is the Devil's right hand.;;;;;;x;
EVTNAME14190;A Soldier's Stomach;;;;;;x;
EVTNAME14190_sub;Military & Defense Debate in Local Election;;;;;;x;
EVTDESC14190;Your generals have begun to complain about the bad food the soldiers are getting and command that more money should be spent on feeding them. The generals argue that the poor diet reduces soldiers' fighting spirit and want to raise it through better food. These issues have become topics of importance to the many military families in $COUNTRY$.;;;;;;x;
EVTOPTA14190;The soldiers need better food!;;;;;;x;
EVTOPTB14190;They need better food in order to fight well.;;;;;;x;
EVTOPTC14190;We will see how much we can spend on their food.;;;;;;x;
EVTOPTD14190;This is not something we should prioritize.;;;;;;x;
EVTOPTE14190;Maybe we should cut back on other things, such as soldiers...;;;;;;x;
EVTNAME14200;Too Stale for War?;;;;;;x;
EVTNAME14200_sub;Military Spending Debated in $COUNTRY$;;;;;;x;
EVTDESC14200;A major report that most of the soldiers' weapons are nearly worn out and want someone to go over them to see if they need to be scrapped. To provide soldiers with new weapons would cost more than the current budget for the military can cope with.;;;;;;x;
EVTOPTA14200;That sounds expensive.;;;;;;x;
EVTOPTB14200;Can't they fight without them?;;;;;;x;
EVTOPTC14200;We could perhaps do something about that.;;;;;;x;
EVTOPTD14200;A soldier needs his weapon.;;;;;;x;
EVTOPTE14200;We need to upgrade their weapons.;;;;;;x;
EVTNAME14210;Pacifist Surge;;;;;;x;
REMOVE_EVTNAME14210_sub;All $COUNTRY$ is saying is 'Give Peace a Chance!';;;;;;x;
EVTDESC14210;Pacifist sentiments have been floating about $COUNTRY$ for some time, but in this coming election it seems that whoever can capitalize on the pacifist sentiments in the area will come out a clear winner come election day. The only question still in the air is to which extent pacifist sympathies will hold up through the pre-election debates.;;;;;;X;
EVTOPTA14210;Peace always prevails!;;;;;;x;
EVTOPTB14210;Violence is never the answer.;;;;;;x;
EVTOPTC14210;The pen is mightier than the sword.;;;;;;x;
EVTOPTD14210;The military needs guns, not idle gossip;;;;;;x;
EVTOPTE14210;Perhaps violence is the answer after all.;;;;;;x;
EVTNAME10270;Liberal Student's Association;;;;;;x;
EVTDESC10270;That we, the youth of $COUNTRY$, unite in our common demand for the restoration of ancient freedoms. To make, in $COUNTRY$, a second Greece.'\n\nA student's association, inspired by ancient, romanticist ideas of freedom and the state, has been formed by radical youth at the state University. A manifesto has been published, calling for voting reform and a revival of what is referred to as 'Those ancient and traditional liberties of $COUNTRY$'. The association is quickly becoming something of a mass movement on the campus, as this brave new ideology surges.;;;;;;x;
